0 11 -nan(ind) -nan(ind) 21 -nan(ind) -nan(ind) 12 -nan(ind) -nan(ind) 22 -nan(ind) -nan(ind) 13 -nan(ind) -nan(ind) 23 -nan(ind) -nan(ind) 
415300 11 1.260845 0.217637 21 1.095137 0.181452 12 4.837915 1.024633 22 4.827554 1.023000 13 2.913284 0.691073 23 2.909219 0.660191 
415400 11 1.260101 0.217565 21 1.095261 0.181999 12 4.818882 1.021003 22 4.820297 1.021328 13 2.908545 0.693501 23 2.909136 0.661708 
415500 11 1.260380 0.218108 21 1.094737 0.181433 12 4.828142 1.024261 22 4.823876 1.024702 13 2.910685 0.691876 23 2.913119 0.662602 
415600 11 1.260551 0.216956 21 1.095633 0.181700 12 4.828198 1.025651 22 4.826510 1.021925 13 2.911000 0.691890 23 2.913199 0.661533 
415700 11 1.259674 0.217830 21 1.094662 0.180748 12 4.819055 1.022177 22 4.829644 1.022830 13 2.909415 0.692501 23 2.913886 0.660945 
415800 11 1.260838 0.217278 21 1.095122 0.181054 12 4.832083 1.024788 22 4.829161 1.025035 13 2.913621 0.695060 23 2.913331 0.661625 
415900 11 1.260100 0.216724 21 1.095002 0.181130 12 4.832794 1.023735 22 4.825836 1.025164 13 2.911883 0.690953 23 2.914535 0.662023 
416000 11 1.260462 0.217712 21 1.096332 0.181065 12 4.822458 1.022155 22 4.833611 1.023702 13 2.914615 0.691273 23 2.917084 0.660458 
416100 11 1.260424 0.217796 21 1.094562 0.181256 12 4.828860 1.023670 22 4.825177 1.020038 13 2.912914 0.689051 23 2.913408 0.660392 
416200 11 1.260908 0.217484 21 1.095123 0.181391 12 4.822227 1.022486 22 4.836218 1.025894 13 2.910489 0.691689 23 2.909206 0.659290 
416300 11 1.261390 0.216914 21 1.096529 0.181579 12 4.831823 1.023624 22 4.825222 1.022326 13 2.909938 0.691524 23 2.916052 0.661133 
416400 11 1.259465 0.216859 21 1.095619 0.181244 12 4.823091 1.023091 22 4.838951 1.026572 13 2.910473 0.692326 23 2.914850 0.662034 
416500 11 1.259087 0.217242 21 1.094767 0.181136 12 4.828391 1.022706 22 4.830067 1.021836 13 2.909556 0.693637 23 2.914158 0.662466 
416600 11 1.259242 0.216936 21 1.096550 0.181417 12 4.833140 1.025053 22 4.834241 1.023551 13 2.912646 0.695130 23 2.908188 0.660633 
416700 11 1.260488 0.217391 21 1.096433 0.180777 12 4.835032 1.021340 22 4.834071 1.024330 13 2.907094 0.690592 23 2.910888 0.662299 
416800 11 1.260076 0.217293 21 1.094555 0.180756 12 4.819831 1.021775 22 4.838962 1.023756 13 2.915343 0.692652 23 2.909536 0.660529 
416900 11 1.258824 0.217246 21 1.096908 0.180898 12 4.838287 1.022460 22 4.833361 1.023605 13 2.909544 0.694154 23 2.919906 0.662298 
417000 11 1.260189 0.217800 21 1.095224 0.181317 12 4.834595 1.024392 22 4.831781 1.024767 13 2.916553 0.691454 23 2.913406 0.663294 
417100 11 1.260067 0.216858 21 1.094707 0.181248 12 4.818374 1.021943 22 4.835684 1.023888 13 2.906056 0.688878 23 2.913757 0.661815 
417200 11 1.261026 0.217906 21 1.094700 0.181047 12 4.831813 1.024021 22 4.828760 1.024216 13 2.908879 0.694353 23 2.914056 0.661968 
417300 11 1.259863 0.217096 21 1.095636 0.180910 12 4.813611 1.022630 22 4.830545 1.024635 13 2.917570 0.693278 23 2.911615 0.659990 
417400 11 1.260610 0.217622 21 1.095272 0.181693 12 4.819686 1.020704 22 4.830822 1.021199 13 2.916247 0.692601 23 2.909586 0.659778 
417500 11 1.260821 0.217945 21 1.095513 0.181625 12 4.829269 1.024613 22 4.811969 1.020675 13 2.904295 0.691529 23 2.917641 0.660825 
417600 11 1.260183 0.217276 21 1.096022 0.181690 12 4.824557 1.021020 22 4.841137 1.024613 13 2.911753 0.690902 23 2.911081 0.661880 
417700 11 1.259672 0.216320 21 1.097045 0.181270 12 4.843981 1.025189 22 4.832325 1.023485 13 2.915469 0.695151 23 2.917356 0.661381 
417800 11 1.260156 0.217421 21 1.095007 0.181465 12 4.826433 1.022581 22 4.816711 1.021740 13 2.911679 0.692052 23 2.914157 0.664792 
417900 11 1.260065 0.217184 21 1.094917 0.180903 12 4.841437 1.025687 22 4.822589 1.020949 13 2.912059 0.690574 23 2.909541 0.660369 
418000 11 1.259964 0.217408 21 1.094907 0.181523 12 4.822401 1.022147 22 4.837165 1.024187 13 2.913645 0.692992 23 2.917191 0.662865 
418100 11 1.260517 0.217783 21 1.095614 0.181726 12 4.831348 1.025847 22 4.826748 1.022039 13 2.914036 0.691838 23 2.914188 0.662143 
418200 11 1.260463 0.217415 21 1.095071 0.181456 12 4.825270 1.021803 22 4.820216 1.023270 13 2.913694 0.694244 23 2.916754 0.663417 
418300 11 1.260834 0.217502 21 1.096761 0.181510 12 4.835044 1.025409 22 4.839570 1.025436 13 2.907611 0.694785 23 2.914518 0.662290 
418400 11 1.259252 0.218592 21 1.094464 0.182089 12 4.828935 1.022655 22 4.821402 1.019081 13 2.908184 0.693203 23 2.914915 0.661058 
418500 11 1.259664 0.217134 21 1.097321 0.181909 12 4.822593 1.025965 22 4.829252 1.025741 13 2.913676 0.692056 23 2.908167 0.662741 
418600 11 1.258870 0.217256 21 1.095597 0.181122 12 4.833119 1.022892 22 4.828432 1.024392 13 2.915914 0.693434 23 2.913550 0.660434 
418700 11 1.260503 0.217553 21 1.095504 0.181224 12 4.828980 1.021551 22 4.828840 1.024323 13 2.911806 0.693082 23 2.902237 0.661420 
418800 11 1.260328 0.217713 21 1.094922 0.181251 12 4.804568 1.019865 22 4.830835 1.024182 13 2.914058 0.693623 23 2.909316 0.661483 
418900 11 1.261340 0.217654 21 1.094471 0.182076 12 4.828537 1.022382 22 4.827063 1.024347 13 2.911289 0.694050 23 2.914174 0.663008 
419000 11 1.259355 0.217293 21 1.095146 0.181458 12 4.838005 1.021069 22 4.824838 1.024612 13 2.911183 0.690518 23 2.916755 0.661132 
419100 11 1.259658 0.217471 21 1.094975 0.181202 12 4.826223 1.023936 22 4.835762 1.024534 13 2.910231 0.691045 23 2.918732 0.663352 
419200 11 1.259898 0.217261 21 1.094998 0.181380 12 4.830703 1.022681 22 4.828978 1.024686 13 2.915067 0.692147 23 2.911907 0.661201 
419300 11 1.259377 0.217439 21 1.095765 0.181613 12 4.823258 1.022415 22 4.837681 1.023836 13 2.915014 0.693167 23 2.913052 0.663990 
419400 11 1.259985 0.217780 21 1.095896 0.181134 12 4.826576 1.023751 22 4.814231 1.022097 13 2.917322 0.694782 23 2.912268 0.660827 
419500 11 1.261411 0.217579 21 1.094713 0.181182 12 4.829011 1.023707 22 4.829055 1.022648 13 2.911355 0.693737 23 2.907557 0.663261 
419600 11 1.260130 0.216404 21 1.094325 0.180879 12 4.834869 1.022966 22 4.834418 1.023974 13 2.914343 0.692713 23 2.914591 0.660125 
419700 11 1.261957 0.217364 21 1.095395 0.181139 12 4.820945 1.023684 22 4.822831 1.023669 13 2.913623 0.692315 23 2.909696 0.660127 
419800 11 1.260485 0.217440 21 1.093074 0.181415 12 4.833331 1.023402 22 4.833380 1.023182 13 2.913487 0.693894 23 2.909811 0.661804 
419900 11 1.260596 0.217765 21 1.094929 0.181728 12 4.818627 1.023106 22 4.827921 1.022502 13 2.908396 0.690683 23 2.912235 0.662055 
420000 11 1.259804 0.216932 21 1.094903 0.181183 12 4.838832 1.024052 22 4.823446 1.020101 13 2.917858 0.690979 23 2.918414 0.660780 
420100 11 1.260655 0.217746 21 1.095350 0.181275 12 4.827338 1.022149 22 4.833386 1.023139 13 2.915468 0.692370 23 2.917602 0.662736 
420200 11 1.260456 0.217056 21 1.095548 0.181706 12 4.822761 1.021177 22 4.834435 1.022043 13 2.910857 0.691712 23 2.910008 0.663296 
420300 11 1.260877 0.216876 21 1.096037 0.180850 12 4.828829 1.022593 22 4.832322 1.022256 13 2.912225 0.693853 23 2.909522 0.661234 
420400 11 1.258380 0.217265 21 1.096985 0.181513 12 4.821403 1.021207 22 4.824628 1.020806 13 2.917231 0.693820 23 2.907564 0.658013 
420500 11 1.259847 0.216936 21 1.094908 0.181191 12 4.818308 1.023018 22 4.828335 1.023834 13 2.910342 0.692861 23 2.911127 0.662134 
420600 11 1.259715 0.217871 21 1.096716 0.181315 12 4.834964 1.023503 22 4.827706 1.023848 13 2.909660 0.690825 23 2.910441 0.661383 
420700 11 1.260774 0.217342 21 1.095351 0.181256 12 4.831708 1.024244 22 4.826585 1.022938 13 2.919273 0.691917 23 2.912692 0.663270 
420800 11 1.260936 0.217206 21 1.094668 0.181808 12 4.837721 1.023522 22 4.831818 1.024932 13 2.912255 0.692779 23 2.914660 0.659887 
420900 11 1.259515 0.217487 21 1.094700 0.180778 12 4.825757 1.026296 22 4.832281 1.024701 13 2.912834 0.692585 23 2.909084 0.664758 
421000 11 1.259414 0.218131 21 1.095442 0.181421 12 4.832340 1.023717 22 4.833781 1.021979 13 2.912494 0.691542 23 2.916545 0.661797 
421100 11 1.260536 0.218415 21 1.096365 0.181351 12 4.835921 1.024424 22 4.827572 1.024240 13 2.907590 0.691365 23 2.915294 0.664334 
421200 11 1.259913 0.217218 21 1.095193 0.181296 12 4.826814 1.023548 22 4.828326 1.022066 13 2.912279 0.691517 23 2.915534 0.661702 
421300 11 1.260112 0.217612 21 1.095323 0.180798 12 4.819900 1.021812 22 4.834753 1.021800 13 2.912323 0.692855 23 2.910154 0.660667 
421400 11 1.261391 0.217779 21 1.095935 0.181599 12 4.820065 1.022144 22 4.833264 1.025165 13 2.906006 0.691255 23 2.915616 0.662273 
421500 11 1.259879 0.217511 21 1.094749 0.181690 12 4.831970 1.025737 22 4.829066 1.026082 13 2.913630 0.695159 23 2.908582 0.662159 
421600 11 1.259378 0.217016 21 1.095683 0.181260 12 4.828073 1.023751 22 4.835910 1.026434 13 2.912116 0.692149 23 2.911822 0.661813 
421700 11 1.260732 0.217159 21 1.096045 0.182165 12 4.829043 1.024350 22 4.829412 1.022109 13 2.909547 0.692756 23 2.914396 0.661099 
421800 11 1.260544 0.217406 21 1.093838 0.181148 12 4.836929 1.023210 22 4.817579 1.021449 13 2.911583 0.693171 23 2.915456 0.661223 
421900 11 1.260056 0.217510 21 1.093759 0.181106 12 4.832072 1.023822 22 4.821279 1.020881 13 2.916340 0.691938 23 2.910850 0.664178 
422000 11 1.258486 0.216859 21 1.095529 0.181599 12 4.831412 1.023453 22 4.825355 1.023786 13 2.910633 0.692654 23 2.909905 0.661725 
422100 11 1.260006 0.217337 21 1.095740 0.181297 12 4.822964 1.020511 22 4.831879 1.024163 13 2.916331 0.691986 23 2.903776 0.660390 
422200 11 1.260913 0.217861 21 1.092974 0.180962 12 4.831345 1.022942 22 4.827279 1.022479 13 2.913334 0.692809 23 2.914777 0.661624 
422300 11 1.260048 0.216941 21 1.094474 0.181209 12 4.827643 1.023585 22 4.830294 1.024307 13 2.913469 0.691664 23 2.918296 0.664131 
422400 11 1.260088 0.216859 21 1.094909 0.181397 12 4.824938 1.022307 22 4.825992 1.022882 13 2.913095 0.693722 23 2.907752 0.660531 
422500 11 1.259283 0.217088 21 1.093763 0.181399 12 4.832077 1.023176 22 4.820996 1.023357 13 2.912102 0.691888 23 2.912314 0.661196 
422600 11 1.258836 0.216996 21 1.095757 0.181442 12 4.832117 1.026762 22 4.834459 1.023489 13 2.910332 0.691978 23 2.906051 0.660974 
422700 11 1.259954 0.217027 21 1.094408 0.180981 12 4.826409 1.021915 22 4.838555 1.024199 13 2.918258 0.692113 23 2.912952 0.662039 
422800 11 1.259968 0.216558 21 1.095131 0.181768 12 4.836662 1.024048 22 4.824014 1.024316 13 2.918683 0.693945 23 2.912758 0.663095 
422900 11 1.260457 0.217562 21 1.096302 0.182078 12 4.825962 1.023636 22 4.824842 1.022389 13 2.909713 0.691348 23 2.910940 0.660751 
423000 11 1.261085 0.217085 21 1.094728 0.180879 12 4.829716 1.023670 22 4.820013 1.021469 13 2.911728 0.691431 23 2.907840 0.660405 
423100 11 1.261534 0.217071 21 1.095046 0.181211 12 4.826725 1.022424 22 4.828268 1.022442 13 2.909559 0.692131 23 2.911051 0.660339 
423200 11 1.260629 0.216920 21 1.094608 0.181309 12 4.830197 1.022776 22 4.837722 1.025216 13 2.907149 0.694392 23 2.907311 0.659064 
423300 11 1.260050 0.216867 21 1.095594 0.181477 12 4.822974 1.023599 22 4.828340 1.024535 13 2.916262 0.695064 23 2.917384 0.664509 
423400 11 1.260876 0.218072 21 1.095216 0.181704 12 4.834268 1.022827 22 4.823582 1.020654 13 2.911487 0.691731 23 2.913090 0.663523 
423500 11 1.258612 0.217493 21 1.096584 0.181953 12 4.821192 1.023117 22 4.827543 1.023411 13 2.919194 0.692340 23 2.916153 0.661366 
423600 11 1.261987 0.218040 21 1.095656 0.182435 12 4.830427 1.024796 22 4.821721 1.022015 13 2.913945 0.690750 23 2.912763 0.661123 
423700 11 1.260660 0.217386 21 1.094792 0.181049 12 4.835511 1.024325 22 4.837320 1.023604 13 2.912003 0.691329 23 2.912191 0.661044 
423800 11 1.258652 0.216350 21 1.096298 0.181215 12 4.832728 1.023832 22 4.831705 1.022898 13 2.909709 0.691164 23 2.914560 0.661124 
423900 11 1.260363 0.217948 21 1.096294 0.181419 12 4.831472 1.025740 22 4.832113 1.023690 13 2.919476 0.692337 23 2.919140 0.663145 
424000 11 1.260545 0.217677 21 1.095326 0.181189 12 4.827236 1.021136 22 4.834231 1.025733 13 2.919868 0.693688 23 2.908546 0.662501 
424100 11 1.258923 0.217414 21 1.094880 0.181285 12 4.839123 1.024434 22 4.825572 1.022077 13 2.912186 0.689635 23 2.914302 0.661543 
424200 11 1.259840 0.217174 21 1.094806 0.180731 12 4.838003 1.025232 22 4.841128 1.022475 13 2.906768 0.690189 23 2.909347 0.661291 
424300 11 1.259974 0.217905 21 1.096009 0.181768 12 4.821717 1.023904 22 4.827681 1.023645 13 2.913111 0.692399 23 2.916995 0.661531 
424400 11 1.261076 0.218533 21 1.094010 0.181728 12 4.821536 1.020756 22 4.832275 1.023186 13 2.909440 0.692234 23 2.915018 0.662904 
424500 11 1.260020 0.216663 21 1.095153 0.181514 12 4.835127 1.021761 22 4.830746 1.024329 13 2.909969 0.691439 23 2.907746 0.661667 
424600 11 1.260395 0.218088 21 1.096592 0.181774 12 4.831537 1.022219 22 4.828712 1.022011 13 2.911630 0.690960 23 2.908984 0.660788 
424700 11 1.260012 0.217503 21 1.094790 0.180809 12 4.847001 1.024544 22 4.819010 1.021793 13 2.912851 0.691561 23 2.912995 0.663048 
424800 11 1.258474 0.217421 21 1.095610 0.181845 12 4.827212 1.022343 22 4.836608 1.022564 13 2.911229 0.692815 23 2.912265 0.661999 
424900 11 1.259275 0.217691 21 1.095086 0.181801 12 4.826444 1.023470 22 4.835161 1.023430 13 2.909627 0.693413 23 2.910172 0.661695 
425000 11 1.260112 0.217324 21 1.096681 0.181424 12 4.825074 1.023361 22 4.832352 1.022509 13 2.913407 0.691787 23 2.903858 0.660820 
425100 11 1.260693 0.217589 21 1.094704 0.180746 12 4.834408 1.026001 22 4.839274 1.025689 13 2.911080 0.691827 23 2.914777 0.663846 
425200 11 1.259553 0.217805 21 1.095279 0.181190 12 4.825002 1.024252 22 4.836809 1.023381 13 2.912211 0.691724 23 2.911971 0.660726 
425300 11 1.259126 0.217234 21 1.095243 0.180873 12 4.836112 1.023980 22 4.838394 1.024400 13 2.910453 0.691435 23 2.915364 0.662610 
425400 11 1.260606 0.218310 21 1.096165 0.181831 12 4.828948 1.021838 22 4.843456 1.026423 13 2.916359 0.693722 23 2.907895 0.659263 
425500 11 1.259856 0.217404 21 1.094572 0.181411 12 4.824049 1.022638 22 4.832638 1.021528 13 2.908335 0.690756 23 2.914741 0.661085 
425600 11 1.259633 0.217253 21 1.095561 0.181454 12 4.837213 1.021942 22 4.820813 1.020699 13 2.915808 0.693593 23 2.912856 0.661611 
425700 11 1.259446 0.217563 21 1.095395 0.181479 12 4.821727 1.023175 22 4.843783 1.027057 13 2.916495 0.693367 23 2.915110 0.663809 
425800 11 1.258246 0.217349 21 1.096694 0.181175 12 4.819074 1.023902 22 4.832023 1.021441 13 2.912105 0.694911 23 2.912725 0.662937 
425900 11 1.261300 0.217413 21 1.093789 0.180833 12 4.831858 1.020804 22 4.841244 1.024256 13 2.912107 0.691614 23 2.913756 0.661180 
426000 11 1.260571 0.216933 21 1.095601 0.181528 12 4.839399 1.026366 22 4.812924 1.022556 13 2.913783 0.692650 23 2.908593 0.658628 
426100 11 1.261279 0.217028 21 1.094523 0.180658 12 4.826618 1.022407 22 4.834240 1.024042 13 2.911476 0.693425 23 2.918144 0.662846 
426200 11 1.260572 0.216335 21 1.094854 0.181272 12 4.825168 1.023031 22 4.834595 1.023740 13 2.908637 0.690763 23 2.915276 0.662791 
426300 11 1.260269 0.217550 21 1.095307 0.181648 12 4.813627 1.023120 22 4.822719 1.021322 13 2.912348 0.694380 23 2.913140 0.661424 
426400 11 1.260765 0.218450 21 1.094635 0.181688 12 4.826798 1.025120 22 4.834463 1.024301 13 2.912996 0.692902 23 2.911848 0.661252 
426500 11 1.259569 0.217237 21 1.095272 0.181052 12 4.840936 1.025421 22 4.824974 1.023375 13 2.917513 0.693106 23 2.914335 0.661700 
426600 11 1.262254 0.218406 21 1.094555 0.181914 12 4.833555 1.024365 22 4.829763 1.024141 13 2.916820 0.691239 23 2.913687 0.662052 
426700 11 1.259580 0.216722 21 1.094125 0.180644 12 4.829258 1.023135 22 4.833170 1.022454 13 2.912655 0.690022 23 2.912479 0.661759 
426800 11 1.258267 0.217454 21 1.095223 0.180985 12 4.828128 1.021731 22 4.827014 1.021736 13 2.909171 0.691894 23 2.915614 0.661221 
426900 11 1.261655 0.217432 21 1.094949 0.180758 12 4.827522 1.023164 22 4.842134 1.024323 13 2.911178 0.692178 23 2.911486 0.660675 
427000 11 1.260555 0.217014 21 1.095611 0.181536 12 4.828507 1.023874 22 4.838178 1.024700 13 2.918064 0.693286 23 2.905718 0.660821 
427100 11 1.260161 0.217373 21 1.094150 0.181049 12 4.825015 1.022501 22 4.829877 1.023265 13 2.914329 0.692811 23 2.912132 0.661170 
427200 11 1.259150 0.217049 21 1.094259 0.180700 12 4.823936 1.023752 22 4.848785 1.026339 13 2.908452 0.691087 23 2.908897 0.660186 
427300 11 1.260082 0.217560 21 1.095066 0.180311 12 4.827117 1.021770 22 4.840472 1.025025 13 2.907264 0.692941 23 2.919939 0.665062 
427400 11 1.260163 0.217295 21 1.095681 0.181198 12 4.823786 1.021592 22 4.828361 1.023150 13 2.907610 0.691091 23 2.911169 0.660330 
427500 11 1.259625 0.217870 21 1.094866 0.180749 12 4.831616 1.024567 22 4.821011 1.021623 13 2.905995 0.690158 23 2.911379 0.661764 
427600 11 1.261056 0.217095 21 1.094116 0.180217 12 4.834405 1.024042 22 4.837652 1.025685 13 2.908749 0.694298 23 2.911529 0.660892 
427700 11 1.260697 0.217489 21 1.095262 0.181185 12 4.821514 1.022654 22 4.836621 1.025098 13 2.908230 0.691224 23 2.914866 0.662648 
427800 11 1.259263 0.216486 21 1.094456 0.181013 12 4.837319 1.022668 22 4.833062 1.022094 13 2.913460 0.693509 23 2.904095 0.657660 
427900 11 1.259518 0.217189 21 1.094600 0.181299 12 4.825832 1.020972 22 4.834737 1.023056 13 2.913844 0.691858 23 2.911093 0.660907 
428000 11 1.258908 0.217554 21 1.095903 0.181492 12 4.826325 1.023822 22 4.831353 1.024549 13 2.909432 0.692429 23 2.910421 0.661143 
428100 11 1.259947 0.217352 21 1.095224 0.181708 12 4.832026 1.023906 22 4.821127 1.024550 13 2.914803 0.695155 23 2.908798 0.662800 
428200 11 1.259866 0.216789 21 1.094557 0.181018 12 4.828906 1.020322 22 4.834720 1.022508 13 2.917679 0.693349 23 2.912670 0.660497 
428300 11 1.261450 0.217625 21 1.094315 0.181536 12 4.823284 1.022171 22 4.822192 1.020318 13 2.906895 0.692572 23 2.909807 0.662073 
428400 11 1.261544 0.217814 21 1.094642 0.180942 12 4.830289 1.023077 22 4.830554 1.021660 13 2.911063 0.691839 23 2.915088 0.661004 
428500 11 1.260372 0.217145 21 1.094993 0.181070 12 4.844420 1.026237 22 4.841012 1.027582 13 2.913694 0.692779 23 2.912099 0.660056 
428600 11 1.260403 0.217160 21 1.094954 0.180850 12 4.841017 1.022753 22 4.824169 1.020838 13 2.915128 0.693122 23 2.915549 0.661312 
428700 11 1.261798 0.217766 21 1.096263 0.181568 12 4.831717 1.024538 22 4.834294 1.022464 13 2.909482 0.691856 23 2.916727 0.662235 
428800 11 1.260697 0.217635 21 1.095709 0.180873 12 4.823608 1.022660 22 4.834875 1.024801 13 2.909103 0.691676 23 2.913763 0.661959 
428900 11 1.260459 0.217310 21 1.096112 0.181007 12 4.825530 1.024447 22 4.842557 1.025546 13 2.907772 0.691737 23 2.911946 0.661929 
429000 11 1.260112 0.216865 21 1.095017 0.181909 12 4.823960 1.022663 22 4.829634 1.024033 13 2.914117 0.693331 23 2.910101 0.661157 
429100 11 1.260029 0.217942 21 1.093768 0.181424 12 4.831175 1.020043 22 4.829117 1.023147 13 2.913970 0.693383 23 2.913189 0.660521 
429200 11 1.262108 0.218034 21 1.093128 0.181652 12 4.827466 1.022787 22 4.827372 1.024892 13 2.916736 0.693873 23 2.911387 0.660098 
429300 11 1.259654 0.216546 21 1.096201 0.181550 12 4.827515 1.023058 22 4.831703 1.022392 13 2.903065 0.690423 23 2.913078 0.661511 
429400 11 1.259019 0.216803 21 1.096318 0.181153 12 4.833921 1.026051 22 4.829546 1.023670 13 2.920554 0.694379 23 2.917543 0.662490 
429500 11 1.260019 0.216793 21 1.096019 0.181018 12 4.845718 1.026054 22 4.828378 1.022239 13 2.907874 0.693565 23 2.913374 0.661771 
429600 11 1.260474 0.217376 21 1.095477 0.181958 12 4.829913 1.023703 22 4.827272 1.022096 13 2.912002 0.692767 23 2.910612 0.661959 
429700 11 1.261169 0.217160 21 1.095801 0.181434 12 4.822090 1.023130 22 4.828587 1.024290 13 2.908428 0.692745 23 2.911072 0.661000 
429800 11 1.260451 0.216827 21 1.095687 0.181487 12 4.831726 1.024459 22 4.840607 1.022980 13 2.908258 0.689691 23 2.909852 0.658906 
429900 11 1.260179 0.217519 21 1.095594 0.181202 12 4.833790 1.026004 22 4.843254 1.025217 13 2.911684 0.695997 23 2.910792 0.660188 
430000 11 1.259465 0.217695 21 1.096189 0.181355 12 4.825297 1.021526 22 4.828437 1.024369 13 2.908963 0.694141 23 2.911250 0.662069 
430100 11 1.260603 0.217665 21 1.095875 0.181373 12 4.830867 1.023385 22 4.825468 1.022575 13 2.908641 0.693076 23 2.906724 0.660289 
430200 11 1.260621 0.217811 21 1.094183 0.181311 12 4.822219 1.019792 22 4.844541 1.025070 13 2.908738 0.693125 23 2.913106 0.661692 
430300 11 1.260388 0.217842 21 1.094789 0.181557 12 4.825590 1.022491 22 4.825102 1.021256 13 2.901648 0.690725 23 2.912508 0.662169 
430400 11 1.260694 0.217540 21 1.095746 0.180875 12 4.829629 1.024557 22 4.824428 1.022883 13 2.913318 0.692205 23 2.906078 0.662155 
430500 11 1.259498 0.217329 21 1.095492 0.181332 12 4.814587 1.021557 22 4.840682 1.026951 13 2.918647 0.693246 23 2.910559 0.662532 
430600 11 1.259179 0.217087 21 1.094918 0.181051 12 4.829880 1.024079 22 4.839901 1.024212 13 2.911926 0.693979 23 2.908301 0.661292 
430700 11 1.260024 0.217423 21 1.093588 0.181383 12 4.832277 1.025216 22 4.830427 1.023672 13 2.919082 0.694566 23 2.913025 0.661175 
430800 11 1.260400 0.217485 21 1.095203 0.180985 12 4.828837 1.023603 22 4.830117 1.023216 13 2.914326 0.691977 23 2.915308 0.661515 
430900 11 1.259446 0.216804 21 1.095959 0.181368 12 4.827754 1.022077 22 4.834466 1.021947 13 2.909754 0.692776 23 2.919426 0.660603 
431000 11 1.261275 0.217099 21 1.094651 0.180711 12 4.827733 1.022570 22 4.822773 1.020451 13 2.914847 0.691680 23 2.911032 0.661092 
431100 11 1.260710 0.216716 21 1.094926 0.180254 12 4.835996 1.023768 22 4.829805 1.021772 13 2.909688 0.689204 23 2.909930 0.661540 
431200 11 1.260560 0.217187 21 1.095710 0.181197 12 4.820009 1.021357 22 4.832928 1.023156 13 2.910357 0.694324 23 2.917704 0.663170 
431300 11 1.261231 0.217376 21 1.094062 0.180765 12 4.821948 1.021473 22 4.831832 1.024117 13 2.909864 0.690456 23 2.912880 0.660379 
431400 11 1.260756 0.216947 21 1.095218 0.180976 12 4.828967 1.023301 22 4.825131 1.023417 13 2.909704 0.693151 23 2.912732 0.659747 
431500 11 1.259960 0.217574 21 1.094135 0.180925 12 4.836586 1.021599 22 4.825235 1.023352 13 2.907092 0.692469 23 2.923068 0.662472 
431600 11 1.260250 0.217805 21 1.095247 0.181654 12 4.817154 1.019999 22 4.823222 1.023899 13 2.909021 0.689267 23 2.918306 0.662241 
431700 11 1.260359 0.216797 21 1.095368 0.180762 12 4.824338 1.023902 22 4.832974 1.025169 13 2.914139 0.692211 23 2.905429 0.660136 
431800 11 1.259719 0.217677 21 1.095929 0.181478 12 4.827858 1.022471 22 4.829222 1.022305 13 2.909057 0.693399 23 2.912476 0.659213 
431900 11 1.259159 0.217562 21 1.094188 0.181215 12 4.836857 1.024774 22 4.826214 1.023206 13 2.911434 0.691900 23 2.916563 0.663914 
432000 11 1.260571 0.216959 21 1.094423 0.181145 12 4.828374 1.024517 22 4.844847 1.024935 13 2.906292 0.690306 23 2.915916 0.660302 
432100 11 1.261885 0.217682 21 1.094985 0.181131 12 4.830425 1.022615 22 4.830982 1.022645 13 2.909618 0.690080 23 2.922793 0.662276 
432200 11 1.260092 0.217440 21 1.095848 0.181954 12 4.835479 1.023549 22 4.822642 1.022941 13 2.912277 0.693797 23 2.917217 0.663978 
432300 11 1.259390 0.217517 21 1.095374 0.181494 12 4.830511 1.023562 22 4.836928 1.024434 13 2.911261 0.692659 23 2.917926 0.662459 
432400 11 1.258265 0.216906 21 1.095848 0.181613 12 4.832960 1.022176 22 4.828808 1.022732 13 2.917314 0.693936 23 2.909473 0.660348 
432500 11 1.260174 0.218289 21 1.096057 0.182127 12 4.828347 1.026576 22 4.837153 1.023776 13 2.910514 0.692286 23 2.913279 0.659760 
432600 11 1.259488 0.216877 21 1.094990 0.181235 12 4.836298 1.025498 22 4.830053 1.023818 13 2.908583 0.690861 23 2.912874 0.661706 
432700 11 1.261177 0.217727 21 1.095517 0.181774 12 4.822620 1.024092 22 4.831523 1.023699 13 2.913619 0.691644 23 2.921158 0.659666 
432800 11 1.261342 0.217427 21 1.095314 0.181783 12 4.830937 1.022573 22 4.831570 1.025968 13 2.910106 0.691155 23 2.916314 0.662024 
432900 11 1.260228 0.216883 21 1.094806 0.181973 12 4.817501 1.021977 22 4.828129 1.024113 13 2.912533 0.693102 23 2.910914 0.659858 
433000 11 1.259697 0.217233 21 1.095662 0.181258 12 4.833689 1.023300 22 4.838132 1.024400 13 2.907087 0.690329 23 2.906987 0.660861 
433100 11 1.260840 0.217165 21 1.095868 0.181116 12 4.830031 1.024217 22 4.825947 1.023627 13 2.904513 0.692705 23 2.917190 0.662782 
433200 11 1.259780 0.216834 21 1.094346 0.181279 12 4.824771 1.024229 22 4.829770 1.023931 13 2.909700 0.691979 23 2.917891 0.659543 
433300 11 1.260352 0.216604 21 1.092755 0.181088 12 4.842040 1.027093 22 4.833833 1.024366 13 2.910292 0.692451 23 2.918210 0.662715 
433400 11 1.261000 0.217034 21 1.094302 0.180907 12 4.836885 1.023829 22 4.831358 1.023846 13 2.919609 0.693391 23 2.916605 0.663458 
