0 11 -nan(ind) -nan(ind) 21 -nan(ind) -nan(ind) 12 -nan(ind) -nan(ind) 22 -nan(ind) -nan(ind) 13 -nan(ind) -nan(ind) 23 -nan(ind) -nan(ind) 
47300 11 1.261446 0.216725 21 1.092377 0.179859 12 4.794577 1.019461 22 4.841110 1.028076 13 2.909387 0.699641 23 2.910338 0.666078 
47400 11 1.257166 0.215879 21 1.092581 0.180658 12 4.848956 1.022373 22 4.805243 1.021414 13 2.920454 0.693302 23 2.919346 0.665643 
47500 11 1.260501 0.216741 21 1.090596 0.179531 12 4.798200 1.017832 22 4.867179 1.022200 13 2.912789 0.699189 23 2.913284 0.655547 
47600 11 1.265038 0.218454 21 1.094697 0.182341 12 4.830074 1.025357 22 4.844590 1.026838 13 2.935347 0.698771 23 2.897038 0.663361 
47700 11 1.258987 0.217375 21 1.092530 0.179941 12 4.848344 1.025608 22 4.846771 1.020524 13 2.925954 0.692296 23 2.902191 0.656897 
47800 11 1.259709 0.216364 21 1.097287 0.180669 12 4.790439 1.014728 22 4.824780 1.022301 13 2.920303 0.698149 23 2.908054 0.661611 
47900 11 1.254151 0.215784 21 1.094296 0.181001 12 4.828549 1.027171 22 4.826973 1.019019 13 2.922599 0.696931 23 2.911889 0.659509 
48000 11 1.257849 0.214315 21 1.092965 0.180020 12 4.846667 1.027271 22 4.841167 1.024385 13 2.929115 0.696969 23 2.924573 0.664354 
48100 11 1.258183 0.214935 21 1.092940 0.178292 12 4.828129 1.017443 22 4.826351 1.024771 13 2.913909 0.692755 23 2.915395 0.651902 
48200 11 1.259529 0.218017 21 1.094082 0.181712 12 4.819720 1.027469 22 4.840737 1.024429 13 2.926940 0.697583 23 2.911224 0.664824 
48300 11 1.260741 0.218727 21 1.098535 0.183067 12 4.815818 1.024803 22 4.853975 1.023395 13 2.927640 0.694193 23 2.915890 0.658602 
48400 11 1.258172 0.216574 21 1.087836 0.178354 12 4.807758 1.022211 22 4.841818 1.023461 13 2.927572 0.692314 23 2.902614 0.657686 
48500 11 1.261962 0.216018 21 1.094000 0.181170 12 4.820268 1.024134 22 4.845454 1.025134 13 2.904258 0.692722 23 2.926093 0.664247 
48600 11 1.258385 0.215111 21 1.095816 0.181386 12 4.810967 1.018601 22 4.843128 1.024681 13 2.899424 0.688714 23 2.919074 0.662418 
48700 11 1.259908 0.216574 21 1.099524 0.182789 12 4.855760 1.025698 22 4.803665 1.022844 13 2.920010 0.696057 23 2.904877 0.665277 
48800 11 1.258455 0.215961 21 1.094428 0.180774 12 4.832469 1.027561 22 4.809857 1.020738 13 2.915041 0.693299 23 2.915820 0.669898 
48900 11 1.264078 0.218063 21 1.092644 0.183004 12 4.825818 1.025746 22 4.822536 1.028241 13 2.899980 0.696605 23 2.919141 0.666830 
49000 11 1.256892 0.218097 21 1.095225 0.180317 12 4.788684 1.016857 22 4.854633 1.025622 13 2.908612 0.695204 23 2.908643 0.664765 
49100 11 1.256967 0.217131 21 1.092554 0.180783 12 4.833086 1.018238 22 4.800916 1.014766 13 2.906365 0.691405 23 2.913982 0.659236 
49200 11 1.262042 0.217032 21 1.091843 0.180070 12 4.784472 1.019685 22 4.831555 1.019695 13 2.923140 0.692988 23 2.923232 0.667276 
49300 11 1.257976 0.214101 21 1.097569 0.180138 12 4.822748 1.024300 22 4.833732 1.020020 13 2.938347 0.696329 23 2.905578 0.659797 
49400 11 1.261423 0.217931 21 1.098201 0.182124 12 4.814038 1.022692 22 4.828947 1.024605 13 2.901923 0.692348 23 2.927864 0.665132 
49500 11 1.259474 0.220817 21 1.094035 0.181365 12 4.828232 1.025697 22 4.863242 1.025101 13 2.909364 0.688636 23 2.894909 0.663475 
49600 11 1.261897 0.217632 21 1.095465 0.181333 12 4.826976 1.014587 22 4.819133 1.026190 13 2.905796 0.690948 23 2.909022 0.663054 
49700 11 1.256197 0.216527 21 1.096326 0.178242 12 4.840262 1.027435 22 4.815795 1.014215 13 2.912545 0.693149 23 2.906147 0.660272 
49800 11 1.259418 0.217084 21 1.098098 0.183999 12 4.827861 1.020090 22 4.819910 1.021576 13 2.930873 0.689167 23 2.914428 0.660241 
49900 11 1.258690 0.216143 21 1.093098 0.179938 12 4.806493 1.016894 22 4.788377 1.022395 13 2.896964 0.692735 23 2.926623 0.662625 
50000 11 1.256383 0.217675 21 1.095553 0.181810 12 4.820730 1.016710 22 4.827300 1.023430 13 2.918120 0.691420 23 2.912870 0.664300 
50100 11 1.261356 0.216599 21 1.098494 0.182225 12 4.829830 1.025489 22 4.838982 1.024521 13 2.930948 0.694900 23 2.908044 0.659880 
50200 11 1.261670 0.217143 21 1.094511 0.181906 12 4.868287 1.030398 22 4.823376 1.023835 13 2.927470 0.694064 23 2.922799 0.663785 
50300 11 1.255291 0.217441 21 1.097824 0.182010 12 4.833519 1.034304 22 4.816093 1.019175 13 2.895994 0.686590 23 2.900109 0.658529 
50400 11 1.257996 0.216570 21 1.092306 0.180060 12 4.780923 1.021012 22 4.831627 1.017480 13 2.912718 0.693760 23 2.914137 0.658889 
50500 11 1.261902 0.216715 21 1.091533 0.179556 12 4.848337 1.014010 22 4.844188 1.027752 13 2.909386 0.690218 23 2.908594 0.660772 
50600 11 1.260145 0.217653 21 1.093632 0.180594 12 4.810277 1.022490 22 4.803814 1.019704 13 2.896611 0.687322 23 2.924259 0.659130 
50700 11 1.259203 0.215242 21 1.102302 0.180447 12 4.862101 1.023600 22 4.819862 1.021351 13 2.895562 0.693373 23 2.904369 0.652840 
50800 11 1.262513 0.217168 21 1.098074 0.181747 12 4.831053 1.021211 22 4.832697 1.027018 13 2.918829 0.699518 23 2.923356 0.664173 
50900 11 1.264523 0.219767 21 1.097698 0.181112 12 4.815943 1.022947 22 4.827534 1.021582 13 2.919165 0.690766 23 2.916955 0.660668 
51000 11 1.267107 0.219309 21 1.095748 0.181347 12 4.792882 1.016324 22 4.814255 1.018245 13 2.904108 0.689637 23 2.908647 0.666196 
51100 11 1.260220 0.218137 21 1.095556 0.180923 12 4.811996 1.019227 22 4.843200 1.022622 13 2.899070 0.693405 23 2.920861 0.660646 
51200 11 1.260680 0.216349 21 1.090261 0.178752 12 4.828682 1.023721 22 4.795312 1.013535 13 2.899102 0.686963 23 2.919307 0.663086 
51300 11 1.263323 0.218237 21 1.092875 0.181627 12 4.844727 1.025244 22 4.852476 1.027144 13 2.924688 0.694133 23 2.884932 0.655536 
51400 11 1.259839 0.219021 21 1.096758 0.182134 12 4.813589 1.017656 22 4.830243 1.021615 13 2.912481 0.684358 23 2.932121 0.665243 
51500 11 1.257284 0.215843 21 1.097280 0.180609 12 4.858524 1.021398 22 4.817379 1.021049 13 2.921883 0.694689 23 2.934136 0.671320 
51600 11 1.258068 0.215486 21 1.091272 0.178638 12 4.820853 1.018421 22 4.848130 1.021386 13 2.889874 0.686783 23 2.916328 0.655455 
51700 11 1.256336 0.217632 21 1.097046 0.182353 12 4.824313 1.025435 22 4.820870 1.022669 13 2.914981 0.697863 23 2.926170 0.660658 
51800 11 1.262393 0.219761 21 1.097615 0.179463 12 4.869025 1.028127 22 4.841815 1.030097 13 2.920512 0.694015 23 2.920454 0.656429 
51900 11 1.263073 0.216230 21 1.097590 0.181569 12 4.854258 1.032476 22 4.819133 1.021590 13 2.929345 0.688988 23 2.907408 0.654750 
52000 11 1.258422 0.216588 21 1.093258 0.181491 12 4.831192 1.026269 22 4.852933 1.023971 13 2.895192 0.692452 23 2.901192 0.660567 
52100 11 1.262125 0.217485 21 1.095677 0.181853 12 4.825739 1.021996 22 4.797217 1.024175 13 2.920393 0.694463 23 2.915422 0.668436 
52200 11 1.259041 0.218192 21 1.099223 0.181272 12 4.804205 1.023803 22 4.819301 1.016676 13 2.935958 0.696705 23 2.884770 0.652941 
52300 11 1.259843 0.215400 21 1.097968 0.180113 12 4.825373 1.022964 22 4.848776 1.019924 13 2.899522 0.692304 23 2.900612 0.660593 
52400 11 1.264108 0.222012 21 1.095001 0.182173 12 4.811202 1.019361 22 4.835429 1.021040 13 2.909275 0.701823 23 2.889580 0.656412 
52500 11 1.258742 0.219695 21 1.094804 0.181166 12 4.841581 1.020505 22 4.828295 1.021524 13 2.936581 0.695533 23 2.913838 0.661276 
52600 11 1.259595 0.215924 21 1.094263 0.182298 12 4.810951 1.021644 22 4.831949 1.022310 13 2.914373 0.689249 23 2.897937 0.659259 
52700 11 1.259061 0.217398 21 1.093951 0.180633 12 4.827951 1.027324 22 4.833890 1.029108 13 2.926461 0.697590 23 2.895503 0.661053 
52800 11 1.262224 0.218218 21 1.096381 0.183792 12 4.817926 1.017377 22 4.848854 1.020644 13 2.920265 0.700142 23 2.920303 0.662027 
52900 11 1.260262 0.216895 21 1.091274 0.179757 12 4.877722 1.028819 22 4.820208 1.022524 13 2.899745 0.698251 23 2.900888 0.655822 
53000 11 1.262505 0.218698 21 1.094772 0.182588 12 4.848792 1.022802 22 4.825840 1.020208 13 2.902472 0.699632 23 2.904434 0.661858 
53100 11 1.259351 0.216637 21 1.097493 0.180704 12 4.820998 1.018220 22 4.832919 1.027947 13 2.909868 0.695424 23 2.914463 0.661460 
53200 11 1.260581 0.218428 21 1.097589 0.178472 12 4.827397 1.021936 22 4.855103 1.025075 13 2.911034 0.690367 23 2.907199 0.655648 
53300 11 1.263360 0.216928 21 1.092703 0.181120 12 4.858893 1.025366 22 4.792101 1.021942 13 2.934690 0.694550 23 2.913705 0.665009 
53400 11 1.262457 0.217388 21 1.098495 0.181710 12 4.854213 1.029682 22 4.816863 1.027266 13 2.904101 0.690028 23 2.918324 0.663024 
53500 11 1.259907 0.218868 21 1.091627 0.181591 12 4.823103 1.024804 22 4.837991 1.024766 13 2.911262 0.697336 23 2.925234 0.664290 
53600 11 1.264329 0.218430 21 1.095470 0.181621 12 4.793069 1.024879 22 4.857631 1.024674 13 2.901437 0.691754 23 2.923871 0.660672 
53700 11 1.264130 0.217151 21 1.093215 0.180790 12 4.807737 1.018184 22 4.810661 1.015345 13 2.912709 0.691285 23 2.926071 0.663743 
53800 11 1.259228 0.217673 21 1.088229 0.178944 12 4.839182 1.022026 22 4.818532 1.025846 13 2.917658 0.692184 23 2.914043 0.663550 
53900 11 1.260093 0.217723 21 1.092888 0.182888 12 4.856317 1.028191 22 4.808618 1.018265 13 2.930742 0.689935 23 2.911688 0.659750 
54000 11 1.258170 0.215992 21 1.092451 0.180934 12 4.808509 1.022667 22 4.810685 1.025954 13 2.911593 0.693491 23 2.908306 0.656333 
54100 11 1.262877 0.218674 21 1.096173 0.181284 12 4.836950 1.023530 22 4.836627 1.019390 13 2.901599 0.699020 23 2.902948 0.663845 
54200 11 1.257990 0.219031 21 1.093884 0.180956 12 4.846218 1.019502 22 4.850138 1.022491 13 2.911799 0.692934 23 2.904576 0.655175 
54300 11 1.262615 0.218500 21 1.094199 0.180713 12 4.820626 1.023490 22 4.809227 1.019411 13 2.906317 0.694503 23 2.918122 0.666694 
54400 11 1.263344 0.216985 21 1.090631 0.180070 12 4.823254 1.018989 22 4.810432 1.017187 13 2.905312 0.688226 23 2.907399 0.654191 
54500 11 1.258313 0.219509 21 1.096191 0.181695 12 4.805881 1.026101 22 4.845101 1.027037 13 2.925578 0.696165 23 2.913853 0.662009 
54600 11 1.259591 0.216030 21 1.099090 0.182147 12 4.851575 1.026978 22 4.829661 1.031868 13 2.913855 0.686722 23 2.927143 0.664139 
54700 11 1.262729 0.218900 21 1.095662 0.181691 12 4.795192 1.024671 22 4.838492 1.026682 13 2.916143 0.691673 23 2.905731 0.660612 
54800 11 1.260738 0.218084 21 1.098874 0.182974 12 4.836797 1.022564 22 4.778814 1.018622 13 2.923586 0.698075 23 2.911141 0.653157 
54900 11 1.263547 0.217899 21 1.092695 0.180150 12 4.826366 1.023251 22 4.823388 1.025546 13 2.905501 0.698005 23 2.917268 0.657668 
55000 11 1.259311 0.217315 21 1.092205 0.179516 12 4.818345 1.025291 22 4.807091 1.030100 13 2.932455 0.695345 23 2.934300 0.659655 
55100 11 1.262018 0.218368 21 1.098774 0.180516 12 4.853022 1.025299 22 4.803929 1.022232 13 2.909501 0.693022 23 2.920844 0.654846 
55200 11 1.255926 0.216242 21 1.095505 0.181828 12 4.833569 1.029411 22 4.845054 1.028886 13 2.914275 0.694882 23 2.922274 0.667219 
55300 11 1.259493 0.216544 21 1.092537 0.181649 12 4.829665 1.016103 22 4.836230 1.027740 13 2.903535 0.685796 23 2.908011 0.653933 
55400 11 1.262685 0.217502 21 1.095220 0.180658 12 4.816264 1.022644 22 4.829955 1.027599 13 2.927121 0.697915 23 2.918709 0.666110 
55500 11 1.262868 0.217988 21 1.096199 0.181701 12 4.842324 1.020955 22 4.819757 1.026757 13 2.913892 0.694784 23 2.906351 0.664000 
55600 11 1.258648 0.218205 21 1.093148 0.179846 12 4.824901 1.030782 22 4.834020 1.025225 13 2.920567 0.698336 23 2.919775 0.661933 
55700 11 1.259587 0.217532 21 1.094749 0.180490 12 4.850503 1.028492 22 4.821185 1.020700 13 2.910969 0.693124 23 2.886508 0.652298 
55800 11 1.260996 0.217151 21 1.097756 0.182879 12 4.840968 1.028916 22 4.827401 1.027518 13 2.900905 0.689507 23 2.897554 0.663683 
55900 11 1.259401 0.216574 21 1.094415 0.181668 12 4.850993 1.023122 22 4.850617 1.026431 13 2.903882 0.692335 23 2.915707 0.661583 
56000 11 1.260854 0.217533 21 1.091489 0.180551 12 4.814893 1.018170 22 4.792045 1.025420 13 2.899250 0.689482 23 2.921134 0.666723 
56100 11 1.259410 0.217558 21 1.099521 0.183020 12 4.830410 1.026257 22 4.800597 1.018307 13 2.895294 0.692870 23 2.936506 0.668717 
56200 11 1.258582 0.215855 21 1.090551 0.179463 12 4.840374 1.021183 22 4.811379 1.021254 13 2.928843 0.692980 23 2.910009 0.659235 
56300 11 1.259541 0.216369 21 1.095982 0.180780 12 4.842043 1.020551 22 4.825702 1.019192 13 2.901829 0.689343 23 2.915169 0.658499 
56400 11 1.260254 0.217289 21 1.090257 0.182049 12 4.822810 1.028723 22 4.838129 1.021188 13 2.922465 0.698262 23 2.919043 0.664867 
56500 11 1.258011 0.217642 21 1.095728 0.180287 12 4.831788 1.023735 22 4.808805 1.023150 13 2.893726 0.690009 23 2.901991 0.662628 
56600 11 1.258187 0.216737 21 1.095191 0.181121 12 4.825424 1.024337 22 4.807217 1.018525 13 2.894770 0.692235 23 2.925601 0.660751 
56700 11 1.259403 0.216587 21 1.092372 0.179563 12 4.835062 1.023571 22 4.821490 1.015247 13 2.915802 0.691393 23 2.907196 0.661226 
56800 11 1.260603 0.219185 21 1.095531 0.183457 12 4.824393 1.021452 22 4.805607 1.027614 13 2.919798 0.693486 23 2.917588 0.659798 
56900 11 1.257892 0.217066 21 1.096421 0.182768 12 4.837786 1.025791 22 4.803269 1.020782 13 2.915176 0.694596 23 2.907953 0.662522 
57000 11 1.260651 0.217101 21 1.098191 0.180709 12 4.826456 1.023561 22 4.813921 1.016614 13 2.900211 0.690430 23 2.920939 0.665096 
57100 11 1.260786 0.219124 21 1.094409 0.181799 12 4.835989 1.021068 22 4.820963 1.018109 13 2.913231 0.696602 23 2.932618 0.664676 
57200 11 1.258972 0.217888 21 1.097199 0.181577 12 4.821792 1.026311 22 4.818995 1.023986 13 2.934213 0.693365 23 2.903252 0.656906 
57300 11 1.262153 0.216849 21 1.091816 0.181027 12 4.841937 1.024660 22 4.841710 1.019066 13 2.904197 0.691003 23 2.899843 0.660785 
57400 11 1.260471 0.216129 21 1.095015 0.181079 12 4.836333 1.028336 22 4.841037 1.023275 13 2.896411 0.686638 23 2.916542 0.664774 
57500 11 1.255598 0.216725 21 1.094311 0.179934 12 4.816791 1.023513 22 4.855930 1.027226 13 2.926739 0.696835 23 2.896496 0.656383 
57600 11 1.259623 0.217340 21 1.093613 0.183100 12 4.848741 1.027040 22 4.824653 1.021892 13 2.927283 0.691979 23 2.923255 0.664340 
57700 11 1.257470 0.217594 21 1.095698 0.181101 12 4.825537 1.020338 22 4.817626 1.019125 13 2.928527 0.695191 23 2.911690 0.657808 
57800 11 1.261539 0.217510 21 1.098491 0.180826 12 4.810588 1.024282 22 4.807517 1.024386 13 2.899334 0.693780 23 2.930407 0.661834 
57900 11 1.256769 0.215485 21 1.092110 0.179760 12 4.845855 1.022185 22 4.823661 1.019318 13 2.900415 0.695959 23 2.899706 0.656123 
58000 11 1.260535 0.217594 21 1.096657 0.181289 12 4.833741 1.025353 22 4.824569 1.029655 13 2.899276 0.696043 23 2.912638 0.660121 
58100 11 1.260230 0.217616 21 1.095602 0.181775 12 4.828167 1.024441 22 4.837659 1.019613 13 2.919561 0.693287 23 2.904406 0.661601 
58200 11 1.260025 0.219411 21 1.095221 0.180664 12 4.821057 1.019175 22 4.832216 1.024227 13 2.907010 0.696985 23 2.909278 0.660979 
58300 11 1.262597 0.217312 21 1.090478 0.180677 12 4.836252 1.019031 22 4.837161 1.018285 13 2.908834 0.693997 23 2.894511 0.658696 
58400 11 1.258229 0.216877 21 1.095991 0.181802 12 4.859324 1.021798 22 4.868647 1.028613 13 2.920933 0.692337 23 2.917851 0.660873 
58500 11 1.259728 0.217532 21 1.091632 0.182169 12 4.829829 1.023299 22 4.827556 1.026009 13 2.906137 0.684444 23 2.897556 0.657248 
58600 11 1.261780 0.217877 21 1.092452 0.181482 12 4.842671 1.028857 22 4.809983 1.025205 13 2.915137 0.696391 23 2.902875 0.661792 
58700 11 1.258647 0.217309 21 1.095193 0.183222 12 4.840784 1.025681 22 4.830239 1.020128 13 2.920324 0.693407 23 2.912027 0.663799 
58800 11 1.262000 0.217040 21 1.094184 0.181430 12 4.838002 1.028801 22 4.807117 1.026786 13 2.909855 0.695799 23 2.898997 0.660187 
58900 11 1.264439 0.218692 21 1.091946 0.180158 12 4.818659 1.023718 22 4.833574 1.025526 13 2.893328 0.688812 23 2.909975 0.656307 
59000 11 1.260840 0.217211 21 1.093671 0.180806 12 4.854644 1.029881 22 4.838314 1.029576 13 2.902119 0.693492 23 2.928466 0.664653 
59100 11 1.264358 0.218079 21 1.095526 0.182467 12 4.860575 1.028113 22 4.810550 1.025364 13 2.914662 0.696269 23 2.903376 0.661244 
59200 11 1.260374 0.218956 21 1.094618 0.182229 12 4.830110 1.027821 22 4.817069 1.020414 13 2.914730 0.695828 23 2.934476 0.664375 
59300 11 1.262940 0.218057 21 1.094009 0.184179 12 4.813120 1.025641 22 4.841619 1.025894 13 2.916113 0.693752 23 2.917715 0.658347 
59400 11 1.261242 0.216269 21 1.093459 0.181812 12 4.851852 1.028594 22 4.814184 1.022029 13 2.917685 0.694200 23 2.923190 0.664082 
59500 11 1.258193 0.217213 21 1.096282 0.180377 12 4.847412 1.025832 22 4.845958 1.028353 13 2.928773 0.692244 23 2.916874 0.662941 
59600 11 1.263181 0.217439 21 1.089893 0.179308 12 4.809505 1.024086 22 4.826518 1.022072 13 2.905461 0.692391 23 2.929270 0.666837 
59700 11 1.259215 0.217359 21 1.093336 0.181000 12 4.830369 1.021960 22 4.821122 1.026441 13 2.914757 0.695461 23 2.918677 0.658995 
59800 11 1.260709 0.216629 21 1.091156 0.179786 12 4.835953 1.021781 22 4.842425 1.027625 13 2.919373 0.689423 23 2.916538 0.661756 
59900 11 1.257306 0.217308 21 1.097010 0.179950 12 4.812287 1.025676 22 4.823548 1.020042 13 2.917955 0.694341 23 2.919240 0.662129 
60000 11 1.258648 0.217722 21 1.097950 0.181421 12 4.801975 1.022650 22 4.839433 1.027025 13 2.935400 0.698450 23 2.910333 0.661167 
60100 11 1.261361 0.218214 21 1.097696 0.184282 12 4.812047 1.020624 22 4.813028 1.023361 13 2.907138 0.695349 23 2.916356 0.667812 
60200 11 1.262222 0.216274 21 1.097199 0.180405 12 4.814120 1.019344 22 4.834917 1.020606 13 2.916777 0.699344 23 2.921786 0.669078 
60300 11 1.256588 0.218049 21 1.093253 0.180798 12 4.801443 1.020050 22 4.853391 1.023051 13 2.896882 0.686741 23 2.903839 0.657811 
60400 11 1.260960 0.216222 21 1.096015 0.180414 12 4.854081 1.028311 22 4.822988 1.021747 13 2.905546 0.695720 23 2.905149 0.661018 
60500 11 1.263172 0.217755 21 1.095361 0.180561 12 4.815545 1.013405 22 4.859231 1.027405 13 2.903851 0.691645 23 2.905058 0.658421 
60600 11 1.258601 0.216524 21 1.095606 0.179558 12 4.859414 1.036782 22 4.872616 1.026023 13 2.909035 0.688622 23 2.918267 0.660751 
60700 11 1.260872 0.218286 21 1.095934 0.182408 12 4.842661 1.026779 22 4.800198 1.015445 13 2.908328 0.691260 23 2.924465 0.664448 
60800 11 1.258239 0.215178 21 1.096329 0.180075 12 4.831752 1.028734 22 4.853355 1.025033 13 2.923849 0.692484 23 2.916637 0.665345 
60900 11 1.261742 0.217003 21 1.093061 0.179538 12 4.828030 1.019589 22 4.817594 1.024220 13 2.922348 0.690673 23 2.902118 0.663547 
61000 11 1.260702 0.218557 21 1.092349 0.181914 12 4.826295 1.023377 22 4.820648 1.017270 13 2.918336 0.694148 23 2.897213 0.661279 
61100 11 1.261542 0.216192 21 1.097556 0.181756 12 4.818093 1.021318 22 4.833953 1.032504 13 2.910352 0.694992 23 2.926162 0.665295 
61200 11 1.258278 0.217207 21 1.093643 0.180747 12 4.845041 1.028905 22 4.821593 1.024330 13 2.890858 0.688562 23 2.911985 0.659224 
61300 11 1.265438 0.216376 21 1.093875 0.182841 12 4.870318 1.028287 22 4.801272 1.022170 13 2.929111 0.694649 23 2.909584 0.667406 
61400 11 1.260995 0.217486 21 1.096522 0.184171 12 4.832191 1.026254 22 4.822793 1.025521 13 2.913713 0.693314 23 2.918876 0.661873 
61500 11 1.262932 0.217611 21 1.093384 0.182065 12 4.864789 1.028114 22 4.833870 1.018813 13 2.920455 0.695480 23 2.914919 0.660455 
61600 11 1.260649 0.215798 21 1.092999 0.181595 12 4.838620 1.024959 22 4.818336 1.020008 13 2.896502 0.689643 23 2.909992 0.663791 
61700 11 1.259772 0.216883 21 1.096839 0.181872 12 4.840316 1.030932 22 4.821653 1.021491 13 2.917464 0.695916 23 2.904165 0.662188 
61800 11 1.262638 0.219255 21 1.096358 0.182237 12 4.830348 1.016117 22 4.838786 1.027443 13 2.908948 0.689757 23 2.917670 0.664401 
61900 11 1.256556 0.217811 21 1.097329 0.180583 12 4.886276 1.028489 22 4.820081 1.022310 13 2.913538 0.691066 23 2.915210 0.664822 
62000 11 1.264732 0.215923 21 1.092564 0.182227 12 4.822645 1.019468 22 4.831887 1.024234 13 2.923492 0.697435 23 2.911581 0.665040 
62100 11 1.261729 0.216562 21 1.098387 0.180012 12 4.797142 1.021296 22 4.818454 1.020797 13 2.926667 0.694444 23 2.923301 0.665604 
62200 11 1.259859 0.217807 21 1.095617 0.181521 12 4.825740 1.027669 22 4.810860 1.026093 13 2.923304 0.693995 23 2.914895 0.668127 
62300 11 1.258713 0.217172 21 1.094741 0.181264 12 4.838892 1.029711 22 4.846421 1.021806 13 2.892929 0.690827 23 2.910963 0.663668 
62400 11 1.260746 0.218868 21 1.095613 0.183678 12 4.847196 1.019103 22 4.827099 1.026138 13 2.911490 0.690176 23 2.898798 0.661554 
62500 11 1.260413 0.218771 21 1.096207 0.181931 12 4.825624 1.017672 22 4.823128 1.021536 13 2.912800 0.699360 23 2.908440 0.668976 
62600 11 1.259725 0.219199 21 1.095580 0.181444 12 4.828818 1.024856 22 4.826422 1.026997 13 2.903474 0.694896 23 2.908490 0.661078 
62700 11 1.260728 0.216104 21 1.096357 0.183195 12 4.841172 1.027257 22 4.812863 1.021659 13 2.904609 0.688070 23 2.918182 0.667161 
62800 11 1.260904 0.215223 21 1.096529 0.182161 12 4.812357 1.017834 22 4.806274 1.021545 13 2.917349 0.691377 23 2.914371 0.661990 
62900 11 1.262551 0.217656 21 1.092415 0.182070 12 4.841669 1.024547 22 4.812957 1.027886 13 2.911296 0.694436 23 2.920421 0.660453 
63000 11 1.258351 0.218581 21 1.097667 0.181060 12 4.832794 1.029048 22 4.843984 1.027143 13 2.924881 0.691587 23 2.920889 0.665119 
63100 11 1.255630 0.216842 21 1.091749 0.179874 12 4.837813 1.026244 22 4.855349 1.025555 13 2.912076 0.694509 23 2.925246 0.666307 
63200 11 1.257167 0.218361 21 1.096018 0.180826 12 4.841717 1.028220 22 4.839747 1.024541 13 2.936013 0.697453 23 2.917389 0.661812 
63300 11 1.262263 0.217812 21 1.093728 0.181710 12 4.846398 1.026635 22 4.811524 1.023468 13 2.912204 0.690790 23 2.905506 0.660513 
63400 11 1.262882 0.216131 21 1.096751 0.180981 12 4.828959 1.025946 22 4.845489 1.024487 13 2.897784 0.687405 23 2.902721 0.660899 
63500 11 1.260253 0.219477 21 1.091137 0.182095 12 4.838543 1.023740 22 4.827488 1.022315 13 2.916630 0.691220 23 2.922661 0.663591 
63600 11 1.263957 0.217138 21 1.096071 0.181040 12 4.827642 1.024175 22 4.830535 1.018058 13 2.896572 0.689803 23 2.921352 0.670991 
63700 11 1.261725 0.216734 21 1.092676 0.180765 12 4.836444 1.021256 22 4.836162 1.025856 13 2.934639 0.695691 23 2.903564 0.658077 
63800 11 1.259309 0.217593 21 1.092832 0.182228 12 4.826042 1.023950 22 4.839263 1.032038 13 2.883245 0.689859 23 2.931842 0.666160 
63900 11 1.262942 0.220073 21 1.093881 0.181731 12 4.839304 1.022230 22 4.838592 1.016322 13 2.912676 0.694703 23 2.901017 0.660782 
64000 11 1.262670 0.217072 21 1.100863 0.182717 12 4.819555 1.023289 22 4.815750 1.020070 13 2.904773 0.695516 23 2.920789 0.668727 
64100 11 1.259106 0.214565 21 1.094372 0.180223 12 4.820429 1.016583 22 4.846186 1.024368 13 2.916755 0.695047 23 2.909150 0.655296 
64200 11 1.261242 0.217644 21 1.095110 0.181675 12 4.823178 1.021908 22 4.819097 1.018754 13 2.913551 0.693684 23 2.909821 0.663629 
64300 11 1.263733 0.216722 21 1.090233 0.180774 12 4.829533 1.020148 22 4.846065 1.021283 13 2.918359 0.690552 23 2.912729 0.662504 
64400 11 1.258738 0.217677 21 1.096169 0.181254 12 4.835256 1.023602 22 4.837671 1.019744 13 2.913944 0.694992 23 2.908921 0.664177 
64500 11 1.263328 0.217592 21 1.094413 0.181846 12 4.838876 1.017550 22 4.827326 1.021969 13 2.914605 0.689031 23 2.914845 0.662264 
64600 11 1.260077 0.216867 21 1.099417 0.181886 12 4.829992 1.023738 22 4.840402 1.023653 13 2.911788 0.691718 23 2.911904 0.660155 
64700 11 1.258588 0.214242 21 1.092599 0.180426 12 4.807457 1.024490 22 4.826283 1.020015 13 2.903810 0.696538 23 2.918400 0.664969 
64800 11 1.255585 0.215934 21 1.095782 0.180362 12 4.805617 1.019684 22 4.832577 1.021528 13 2.914136 0.696412 23 2.891574 0.655895 
64900 11 1.264411 0.218702 21 1.096117 0.179481 12 4.820778 1.019492 22 4.847974 1.023921 13 2.913066 0.692250 23 2.888606 0.661171 
65000 11 1.258857 0.215922 21 1.094757 0.181945 12 4.807077 1.015362 22 4.801269 1.022400 13 2.910892 0.694392 23 2.924577 0.664931 
65100 11 1.262148 0.219576 21 1.096622 0.182393 12 4.815806 1.021482 22 4.822704 1.026459 13 2.913341 0.689547 23 2.906790 0.664654 
65200 11 1.260442 0.217146 21 1.100017 0.180066 12 4.814317 1.021971 22 4.796595 1.017408 13 2.911173 0.691971 23 2.900928 0.660690 
65300 11 1.259969 0.216121 21 1.096639 0.180719 12 4.809816 1.024342 22 4.840000 1.029135 13 2.910888 0.694801 23 2.904824 0.657052 
65400 11 1.262055 0.216453 21 1.091795 0.181273 12 4.833463 1.024205 22 4.838716 1.026384 13 2.909732 0.695054 23 2.915917 0.668685 
